timestamp,device,series,period,EMUI,Android
6/10/21,HUAWEI Y6 Pro 2019,HUAWEI Y series,quarterly,nan,nan
6/10/21,HUAWEI Y7a,HUAWEI Y series,quarterly,nan,nan
6/10/21,HUAWEI Y7p,HUAWEI Y series,quarterly,nan,nan
6/10/21,HUAWEI Y8p,HUAWEI Y series,quarterly,nan,nan
6/10/21,HUAWEI Y8s,HUAWEI Y series,quarterly,nan,nan
6/10/21,HUAWEI Y9 Prime 2019,HUAWEI Y series,quarterly,nan,nan
6/10/21,HUAWEI Y9a,HUAWEI Y series,quarterly,nan,nan
6/10/21,HUAWEI Y9s,HUAWEI Y series,quarterly,nan,nan
6/10/21,HONOR 30,HONOR series,quarterly,,Android 10
6/10/21,HONOR 30 Pro+,HONOR series,quarterly,,Android 10
6/10/21,HONOR 30i,HONOR series,quarterly,nan,nan
6/10/21,HONOR 30S,HONOR series,quarterly,nan,nan
6/10/21,HONOR View 30 Pro,HONOR series,quarterly,nan,nan
6/10/21,HONOR 20e,HONOR series,quarterly,nan,nan
6/10/21,HONOR 20i,HONOR series,quarterly,nan,nan
6/10/21,HONOR 20S,HONOR series,quarterly,nan,nan
6/10/21,HONOR 20 lite,HONOR series,quarterly,nan,nan
6/10/21,HONOR 10i,HONOR series,quarterly,nan,nan
6/10/21,HONOR 9A,HONOR series,quarterly,nan,nan
6/10/21,HONOR 9C,HONOR series,quarterly,nan,nan
6/10/21,HONOR 9S,HONOR series,quarterly,nan,nan
6/10/21,HONOR 9X,HONOR series,quarterly,nan,nan
6/10/21,HONOR 10X,HONOR series,quarterly,nan,nan
6/10/21,HONOR 9X lite,HONOR series,quarterly,nan,nan
6/10/21,HONOR 10X lite,HONOR series,quarterly,nan,nan
6/10/21,HONOR 9X Pro,HONOR series,quarterly,nan,nan
6/10/21,HONOR 8A,HONOR series,quarterly,nan,nan
6/10/21,HONOR 8S,HONOR series,quarterly,nan,nan
6/10/21,HONOR 8A Pro,HONOR series,quarterly,nan,nan
6/10/21,HUAWEI MediaPad M5 lite 8,Tablets,quarterly,nan,nan
6/10/21,HUAWEI MatePad Pro,Tablets,quarterly,nan,nan
6/10/21,HUAWEI MediaPad M6,Tablets,quarterly,nan,nan
6/10/21,HUAWEI MatePad,Tablets,quarterly,nan,nan
6/10/21,HUAWEI MatePad T,Tablets,quarterly,nan,nan
6/10/21,HUAWEI MatePad T 10s,Tablets,quarterly,nan,nan
6/10/21,HUAWEI MatePad T 10,Tablets,quarterly,nan,nan
6/10/21,HONOR Pad V6,Tablets,quarterly,nan,nan
8/6/21,HUAWEI Mate 40 Pro,HUAWEI Mate series,monthly,EMUI 13,Android 12
8/6/21,HUAWEI Mate 30,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
8/6/21,HUAWEI Mate 30 Pro,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
8/6/21,HUAWEI Mate 30 Pro 5G,HUAWEI Mate series,monthly,nan,nan
8/6/21,HUAWEI Mate 20 X (5G),HUAWEI Mate series,monthly,nan,nan
8/6/21,HUAWEI Mate 20 Pro,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
8/6/21,HUAWEI Mate Xs,HUAWEI Mate series,monthly,,
8/6/21,HUAWEI P40,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
8/6/21,HUAWEI P40 Pro,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
8/6/21,HUAWEI P40 Pro+,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
8/6/21,HUAWEI P30,HUAWEI P series,monthly,EMUI 12,Android 10
8/6/21,HUAWEI P30 lite New Edition,HUAWEI P series,monthly,nan,nan
8/6/21,HUAWEI P30 Pro,HUAWEI P series,monthly,EMUI 12,Android 10
8/6/21,HONOR 20,HONOR series,monthly,,Pie 9.0
8/6/21,HONOR 20 Pro,HONOR series,monthly,,Pie 9.0
8/6/21,HONOR View 20,HONOR series,monthly,,
8/6/21,HUAWEI P40 lite,HUAWEI P series,quarterly,nan,nan
8/6/21,HUAWEI P40 lite 5G,HUAWEI P series,quarterly,nan,nan
8/6/21,HUAWEI P40 lite E,HUAWEI P series,quarterly,nan,nan
8/6/21,HUAWEI P30 lite,HUAWEI P series,quarterly,nan,nan
8/6/21,HUAWEI P smart 2021,HUAWEI P series,quarterly,nan,nan
8/6/21,HUAWEI P smart 2020,HUAWEI P series,quarterly,nan,nan
8/6/21,HUAWEI P smart 2019,HUAWEI P series,quarterly,nan,nan
8/6/21,HUAWEI P smart S,HUAWEI P series,quarterly,nan,nan
8/6/21,HUWEI P smart Pro,HUAWEI P series,quarterly,nan,nan
8/6/21,HUAWEI nova 7 5G,HUAWEI nova series,quarterly,nan,nan
8/6/21,HUAWEI nova 7 SE 5G,HUAWEI nova series,quarterly,nan,nan
8/6/21,HUAWEI nova 7i,HUAWEI nova series,quarterly,EMUI 12,"10.0 ""Pie"""
8/6/21,HUAWEI nova 5T,HUAWEI nova series,quarterly,nan,nan
8/6/21,HUAWEI nova lite 3+,HUAWEI nova series,quarterly,nan,nan
8/6/21, HUAWEI Y5p,HUAWEI Y series,quarterly,nan,nan
8/6/21,HUAWEI Y6p,HUAWEI Y series,quarterly,nan,nan
8/6/21,HUAWEI Y6s,HUAWEI Y series,quarterly,nan,nan
8/6/21,HUAWEI Y6 2019,HUAWEI Y series,quarterly,nan,nan
8/6/21,HUAWEI Y6 Pro 2019,HUAWEI Y series,quarterly,nan,nan
8/6/21,HUAWEI Y7a,HUAWEI Y series,quarterly,nan,nan
8/6/21,HUAWEI Y7p,HUAWEI Y series,quarterly,nan,nan
8/6/21,HUAWEI Y8p,HUAWEI Y series,quarterly,nan,nan
8/6/21,HUAWEI Y8s,HUAWEI Y series,quarterly,nan,nan
8/6/21,HUAWEI Y9 Prime 2019,HUAWEI Y series,quarterly,nan,nan
8/6/21,HUAWEI Y9a,HUAWEI Y series,quarterly,nan,nan
8/6/21,HUAWEI Y9s,HUAWEI Y series,quarterly,nan,nan
8/6/21,HONOR 30,HONOR series,quarterly,,Android 10
8/6/21,HONOR 30 Pro+,HONOR series,quarterly,,Android 10
8/6/21,HONOR 30i,HONOR series,quarterly,nan,nan
8/6/21,HONOR 30S,HONOR series,quarterly,nan,nan
8/6/21,HONOR View 30 Pro,HONOR series,quarterly,nan,nan
8/6/21,HONOR 20e,HONOR series,quarterly,nan,nan
8/6/21,HONOR 20i,HONOR series,quarterly,nan,nan
8/6/21,HONOR 20S,HONOR series,quarterly,nan,nan
8/6/21,HONOR 20 lite,HONOR series,quarterly,nan,nan
8/6/21,HONOR 10i,HONOR series,quarterly,nan,nan
8/6/21,HONOR 9A,HONOR series,quarterly,nan,nan
8/6/21,HONOR 9C,HONOR series,quarterly,nan,nan
8/6/21,HONOR 9S,HONOR series,quarterly,nan,nan
8/6/21,HONOR 9X,HONOR series,quarterly,nan,nan
8/6/21,HONOR 10X,HONOR series,quarterly,nan,nan
8/6/21,HONOR 9X lite,HONOR series,quarterly,nan,nan
8/6/21,HONOR 10X lite,HONOR series,quarterly,nan,nan
8/6/21,HONOR 9X Pro,HONOR series,quarterly,nan,nan
8/6/21,HONOR 8A,HONOR series,quarterly,nan,nan
8/6/21,HONOR 8S,HONOR series,quarterly,nan,nan
8/6/21,HONOR 8A Pro,HONOR series,quarterly,nan,nan
8/6/21,HUAWEI MediaPad M5 lite 8,Tablets,quarterly,nan,nan
8/6/21,HUAWEI MatePad Pro,Tablets,quarterly,nan,nan
8/6/21,HUAWEI MediaPad M6,Tablets,quarterly,nan,nan
8/6/21,HUAWEI MatePad,Tablets,quarterly,nan,nan
8/6/21,HUAWEI MatePad T,Tablets,quarterly,nan,nan
8/6/21,HUAWEI MatePad T 10s,Tablets,quarterly,nan,nan
8/6/21,HUAWEI MatePad T 10,Tablets,quarterly,nan,nan
8/6/21,HONOR Pad V6,Tablets,quarterly,nan,nan
8/17/21,HUAWEI Mate 40 Pro,HUAWEI Mate series,monthly,EMUI 13,Android 12
8/17/21,HUAWEI Mate 30,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
8/17/21,HUAWEI Mate 30 Pro,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
8/17/21,HUAWEI Mate 30 Pro 5G,HUAWEI Mate series,monthly,nan,nan
8/17/21,HUAWEI Mate 20 X (5G),HUAWEI Mate series,monthly,nan,nan
8/17/21,HUAWEI Mate 20 Pro,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
8/17/21,HUAWEI Mate Xs,HUAWEI Mate series,monthly,,
8/17/21,HUAWEI P40,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
8/17/21,HUAWEI P40 Pro,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
8/17/21,HUAWEI P40 Pro+,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
8/17/21,HUAWEI P30,HUAWEI P series,monthly,EMUI 12,Android 10
8/17/21,HUAWEI P30 lite New Edition,HUAWEI P series,monthly,nan,nan
8/17/21,HUAWEI P30 Pro,HUAWEI P series,monthly,EMUI 12,Android 10
8/17/21,HONOR 20,HONOR series,monthly,,Pie 9.0
8/17/21,HONOR 20 Pro,HONOR series,monthly,,Pie 9.0
8/17/21,HONOR View 20,HONOR series,monthly,,
8/17/21,HUAWEI P40 lite,HUAWEI P series,quarterly,nan,nan
8/17/21,HUAWEI P40 lite 5G,HUAWEI P series,quarterly,nan,nan
8/17/21,HUAWEI P40 lite E,HUAWEI P series,quarterly,nan,nan
8/17/21,HUAWEI P30 lite,HUAWEI P series,quarterly,nan,nan
8/17/21,HUAWEI P smart 2021,HUAWEI P series,quarterly,nan,nan
8/17/21,HUAWEI P smart 2020,HUAWEI P series,quarterly,nan,nan
8/17/21,HUAWEI P smart 2019,HUAWEI P series,quarterly,nan,nan
8/17/21,HUAWEI P smart S,HUAWEI P series,quarterly,nan,nan
8/17/21,HUWEI P smart Pro,HUAWEI P series,quarterly,nan,nan
8/17/21,HUAWEI nova 7 5G,HUAWEI nova series,quarterly,nan,nan
8/17/21,HUAWEI nova 7 SE 5G,HUAWEI nova series,quarterly,nan,nan
8/17/21,HUAWEI nova 7i,HUAWEI nova series,quarterly,EMUI 12,"10.0 ""Pie"""
8/17/21,HUAWEI nova 5T,HUAWEI nova series,quarterly,nan,nan
8/17/21,HUAWEI nova lite 3+,HUAWEI nova series,quarterly,nan,nan
8/17/21, HUAWEI Y5p,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y6p,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y6s,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y6 2019,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y6 Pro 2019,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y7a,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y7p,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y8p,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y8s,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y9 Prime 2019,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y9a,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y9s,HUAWEI Y series,quarterly,nan,nan
8/17/21,HONOR 30,HONOR series,quarterly,,Android 10
8/17/21,HONOR 30 Pro+,HONOR series,quarterly,,Android 10
8/17/21,HONOR 30i,HONOR series,quarterly,nan,nan
8/17/21,HONOR 30S,HONOR series,quarterly,nan,nan
8/17/21,HONOR View 30 Pro,HONOR series,quarterly,nan,nan
8/17/21,HONOR 20e,HONOR series,quarterly,nan,nan
8/17/21,HONOR 20i,HONOR series,quarterly,nan,nan
8/17/21,HONOR 20S,HONOR series,quarterly,nan,nan
8/17/21,HONOR 20 lite,HONOR series,quarterly,nan,nan
8/17/21,HONOR 10i,HONOR series,quarterly,nan,nan
8/17/21,HONOR 9A,HONOR series,quarterly,nan,nan
8/17/21,HONOR 9C,HONOR series,quarterly,nan,nan
8/17/21,HONOR 9S,HONOR series,quarterly,nan,nan
8/17/21,HONOR 9X,HONOR series,quarterly,nan,nan
8/17/21,HONOR 10X,HONOR series,quarterly,nan,nan
8/17/21,HONOR 9X lite,HONOR series,quarterly,nan,nan
8/17/21,HONOR 10X lite,HONOR series,quarterly,nan,nan
8/17/21,HONOR 9X Pro,HONOR series,quarterly,nan,nan
8/17/21,HONOR 8A,HONOR series,quarterly,nan,nan
8/17/21,HONOR 8S,HONOR series,quarterly,nan,nan
8/17/21,HONOR 8A Pro,HONOR series,quarterly,nan,nan
8/17/21,HUAWEI MediaPad M5 lite 8,Tablets,quarterly,nan,nan
8/17/21,HUAWEI MatePad Pro,Tablets,quarterly,nan,nan
8/17/21,HUAWEI MediaPad M6,Tablets,quarterly,nan,nan
8/17/21,HUAWEI MatePad,Tablets,quarterly,nan,nan
8/17/21,HUAWEI MatePad T,Tablets,quarterly,nan,nan
8/17/21,HUAWEI MatePad T 10s,Tablets,quarterly,nan,nan
8/17/21,HUAWEI MatePad T 10,Tablets,quarterly,nan,nan
8/17/21,HONOR Pad V6,Tablets,quarterly,nan,nan
8/17/21,HUAWEI Mate 40 Pro,HUAWEI Mate series,monthly,EMUI 13,Android 12
8/17/21,HUAWEI Mate 30,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
8/17/21,HUAWEI Mate 30 Pro,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
8/17/21,HUAWEI Mate 30 Pro 5G,HUAWEI Mate series,monthly,nan,nan
8/17/21,HUAWEI Mate 20 X (5G),HUAWEI Mate series,monthly,nan,nan
8/17/21,HUAWEI Mate 20 Pro,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
8/17/21,HUAWEI Mate Xs,HUAWEI Mate series,monthly,,
8/17/21,HUAWEI P40,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
8/17/21,HUAWEI P40 Pro,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
8/17/21,HUAWEI P40 Pro+,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
8/17/21,HUAWEI P30,HUAWEI P series,monthly,EMUI 12,Android 10
8/17/21,HUAWEI P30 lite New Edition,HUAWEI P series,monthly,nan,nan
8/17/21,HUAWEI P30 Pro,HUAWEI P series,monthly,EMUI 12,Android 10
8/17/21,HONOR 20,HONOR series,monthly,,Pie 9.0
8/17/21,HONOR 20 Pro,HONOR series,monthly,,Pie 9.0
8/17/21,HONOR View 20,HONOR series,monthly,,
8/17/21,HUAWEI P40 lite,HUAWEI P series,quarterly,nan,nan
8/17/21,HUAWEI P40 lite 5G,HUAWEI P series,quarterly,nan,nan
8/17/21,HUAWEI P40 lite E,HUAWEI P series,quarterly,nan,nan
8/17/21,HUAWEI P30 lite,HUAWEI P series,quarterly,nan,nan
8/17/21,HUAWEI P smart 2021,HUAWEI P series,quarterly,nan,nan
8/17/21,HUAWEI P smart 2020,HUAWEI P series,quarterly,nan,nan
8/17/21,HUAWEI P smart 2019,HUAWEI P series,quarterly,nan,nan
8/17/21,HUAWEI P smart S,HUAWEI P series,quarterly,nan,nan
8/17/21,HUWEI P smart Pro,HUAWEI P series,quarterly,nan,nan
8/17/21,HUAWEI nova 7 5G,HUAWEI nova series,quarterly,nan,nan
8/17/21,HUAWEI nova 7 SE 5G,HUAWEI nova series,quarterly,nan,nan
8/17/21,HUAWEI nova 7i,HUAWEI nova series,quarterly,EMUI 12,"10.0 ""Pie"""
8/17/21,HUAWEI nova 5T,HUAWEI nova series,quarterly,nan,nan
8/17/21,HUAWEI nova lite 3+,HUAWEI nova series,quarterly,nan,nan
8/17/21, HUAWEI Y5p,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y6p,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y6s,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y6 2019,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y6 Pro 2019,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y7a,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y7p,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y8p,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y8s,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y9 Prime 2019,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y9a,HUAWEI Y series,quarterly,nan,nan
8/17/21,HUAWEI Y9s,HUAWEI Y series,quarterly,nan,nan
8/17/21,HONOR 30,HONOR series,quarterly,,Android 10
8/17/21,HONOR 30 Pro+,HONOR series,quarterly,,Android 10
8/17/21,HONOR 30i,HONOR series,quarterly,nan,nan
8/17/21,HONOR 30S,HONOR series,quarterly,nan,nan
8/17/21,HONOR View 30 Pro,HONOR series,quarterly,nan,nan
8/17/21,HONOR 20e,HONOR series,quarterly,nan,nan
8/17/21,HONOR 20i,HONOR series,quarterly,nan,nan
8/17/21,HONOR 20S,HONOR series,quarterly,nan,nan
8/17/21,HONOR 20 lite,HONOR series,quarterly,nan,nan
8/17/21,HONOR 10i,HONOR series,quarterly,nan,nan
8/17/21,HONOR 9A,HONOR series,quarterly,nan,nan
8/17/21,HONOR 9C,HONOR series,quarterly,nan,nan
8/17/21,HONOR 9S,HONOR series,quarterly,nan,nan
8/17/21,HONOR 9X,HONOR series,quarterly,nan,nan
8/17/21,HONOR 10X,HONOR series,quarterly,nan,nan
8/17/21,HONOR 9X lite,HONOR series,quarterly,nan,nan
8/17/21,HONOR 10X lite,HONOR series,quarterly,nan,nan
8/17/21,HONOR 9X Pro,HONOR series,quarterly,nan,nan
8/17/21,HONOR 8A,HONOR series,quarterly,nan,nan
8/17/21,HONOR 8S,HONOR series,quarterly,nan,nan
8/17/21,HONOR 8A Pro,HONOR series,quarterly,nan,nan
8/17/21,HUAWEI MediaPad M5 lite 8,Tablets,quarterly,nan,nan
8/17/21,HUAWEI MatePad Pro,Tablets,quarterly,nan,nan
8/17/21,HUAWEI MediaPad M6,Tablets,quarterly,nan,nan
8/17/21,HUAWEI MatePad,Tablets,quarterly,nan,nan
8/17/21,HUAWEI MatePad T,Tablets,quarterly,nan,nan
8/17/21,HUAWEI MatePad T 10s,Tablets,quarterly,nan,nan
8/17/21,HUAWEI MatePad T 10,Tablets,quarterly,nan,nan
8/17/21,HONOR Pad V6,Tablets,quarterly,nan,nan
10/4/21,HUAWEI Mate 40 Pro,HUAWEI Mate series,monthly,EMUI 13,Android 12
10/4/21,HUAWEI Mate 30,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
10/4/21,HUAWEI Mate 30 Pro,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
10/4/21,HUAWEI Mate 30 Pro (5G),HUAWEI Mate series,monthly,nan,nan
10/4/21,HUAWEI Mate 20 X (5G),HUAWEI Mate series,monthly,nan,nan
10/4/21,HUAWEI Mate Xs,HUAWEI Mate series,monthly,,
10/4/21,HUAWEI Mate X,HUAWEI Mate series,monthly,,
10/4/21,HUAWEI P40,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
10/4/21,HUAWEI P40 Pro,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
10/4/21,HUAWEI P40 Pro+,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
10/4/21,HONOR 20,HONOR series,monthly,,Pie 9.0
10/4/21,HONOR View 20,HONOR series,monthly,,
10/4/21,HUAWEI Mate 20 Pro,HUAWEI Mate series,quarterly,EMUI 10.1,Android 10
10/4/21,HUAWEI P40 lite,HUAWEI P series,quarterly,nan,nan
10/4/21,HUAWEI P40 lite 5G,HUAWEI P series,quarterly,nan,nan
10/4/21,HUAWEI P40 lite E,HUAWEI P series,quarterly,nan,nan
10/4/21,HUAWEI P30 lite,HUAWEI P series,quarterly,nan,nan
10/4/21,HUAWEI P smart 2021,HUAWEI P series,quarterly,nan,nan
10/4/21,HUAWEI P smart 2020,HUAWEI P series,quarterly,nan,nan
10/4/21,HUAWEI P smart S,HUAWEI P series,quarterly,nan,nan
10/4/21,HUAWEI P smart Pro,HUAWEI P series,quarterly,nan,nan
10/4/21,HUAWEI nova 8i,HUAWEI nova series,quarterly,nan,nan
10/4/21,HUAWEI nova 7 5G,HUAWEI nova series,quarterly,nan,nan
10/4/21,HUAWEI nova 7 SE 5G,HUAWEI nova series,quarterly,nan,nan
10/4/21,HUAWEI nova 7i,HUAWEI nova series,quarterly,EMUI 12,"10.0 ""Pie"""
10/4/21,HUAWEI nova 5T,HUAWEI nova series,quarterly,nan,nan
10/4/21,HUAWEI nova lite 3+,HUAWEI nova series,quarterly,nan,nan
10/4/21, HUAWEI Y5p,HUAWEI Y series,quarterly,nan,nan
10/4/21,HUAWEI Y5 2019,HUAWEI Y series,quarterly,nan,nan
10/4/21,HUAWEI Y6p,HUAWEI Y series,quarterly,nan,nan
10/4/21,HUAWEI Y6s,HUAWEI Y series,quarterly,nan,nan
10/4/21,HUAWEI Y6 2019,HUAWEI Y series,quarterly,nan,nan
10/4/21,HUAWEI Y6 Pro 2019,HUAWEI Y series,quarterly,nan,nan
10/4/21,HUAWEI Y7a,HUAWEI Y series,quarterly,nan,nan
10/4/21,HUAWEI Y7p,HUAWEI Y series,quarterly,nan,nan
10/4/21,HUAWEI Y8p,HUAWEI Y series,quarterly,nan,nan
10/4/21,HUAWEI Y8s,HUAWEI Y series,quarterly,nan,nan
10/4/21,HUAWEI Y9 Prime 2019,HUAWEI Y series,quarterly,nan,nan
10/4/21,HUAWEI Y9a,HUAWEI Y series,quarterly,nan,nan
10/4/21,HUAWEI Y9s,HUAWEI Y series,quarterly,nan,nan
10/4/21,HONOR 30,HONOR series,quarterly,,Android 10
10/4/21,HONOR 30 Pro+,HONOR series,quarterly,,Android 10
10/4/21,HONOR 30i,HONOR series,quarterly,nan,nan
10/4/21,HONOR 30S,HONOR series,quarterly,nan,nan
10/4/21,HONOR View 30 Pro,HONOR series,quarterly,nan,nan
10/4/21,HONOR 20e,HONOR series,quarterly,nan,nan
10/4/21,HONOR 20S,HONOR series,quarterly,nan,nan
10/4/21,HONOR 9A,HONOR series,quarterly,nan,nan
10/4/21,HONOR 9C,HONOR series,quarterly,nan,nan
10/4/21,HONOR 9S,HONOR series,quarterly,nan,nan
10/4/21,HONOR 9X,HONOR series,quarterly,nan,nan
10/4/21,HONOR 10X,HONOR series,quarterly,nan,nan
10/4/21,HONOR 9X lite,HONOR series,quarterly,nan,nan
10/4/21,HONOR 10X lite,HONOR series,quarterly,nan,nan
10/4/21,HONOR 9X Pro,HONOR series,quarterly,nan,nan
10/4/21,HONOR 8A,HONOR series,quarterly,nan,nan
10/4/21,HONOR 8S,HONOR series,quarterly,nan,nan
10/4/21, HUAWEI MatePad Pro,Tablets,quarterly,nan,nan
10/4/21,HUAWEI MediaPad M6,Tablets,quarterly,nan,nan
10/4/21,HUAWEI MatePad,Tablets,quarterly,nan,nan
10/4/21,HUAWEI MatePad T,Tablets,quarterly,nan,nan
10/4/21,HUAWEI MatePad T 10s,Tablets,quarterly,nan,nan
10/4/21,HUAWEI MatePad T 10,Tablets,quarterly,nan,nan
10/4/21,HONOR Pad V6,Tablets,quarterly,nan,nan
11/5/21,HUAWEI Mate 40 Pro,HUAWEI Mate series,monthly,EMUI 13,Android 12
11/5/21,HUAWEI Mate 30,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
11/5/21,HUAWEI Mate 30 Pro,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
11/5/21,HUAWEI Mate 30 Pro 5G,HUAWEI Mate series,monthly,nan,nan
11/5/21,HUAWEI Mate 20 X (5G),HUAWEI Mate series,monthly,nan,nan
11/5/21,HUAWEI Mate Xs,HUAWEI Mate series,monthly,,
11/5/21,HUAWEI P40,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
11/5/21,HUAWEI P40 Pro,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
11/5/21,HUAWEI P40 Pro+,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
11/5/21,HUAWEI P30,HUAWEI P series,monthly,EMUI 12,Android 10
11/5/21,HUAWEI P30 lite New Edition,HUAWEI P series,monthly,nan,nan
11/5/21,HUAWEI P30 Pro,HUAWEI P series,monthly,EMUI 12,Android 10
11/5/21,HONOR 20,HONOR series,monthly,,Pie 9.0
11/5/21,HONOR 20 Pro,HONOR series,monthly,,Pie 9.0
11/5/21,HONOR View 20,HONOR series,monthly,,
11/5/21,HUAWEI Mate 20 Pro,HUAWEI Mate series,quarterly,EMUI 10.1,Android 10
11/5/21,HUAWEI P40 lite,HUAWEI P series,quarterly,nan,nan
11/5/21,HUAWEI P40 lite 5G,HUAWEI P series,quarterly,nan,nan
11/5/21,HUAWEI P40 lite E,HUAWEI P series,quarterly,nan,nan
11/5/21,HUAWEI P30 lite,HUAWEI P series,quarterly,nan,nan
11/5/21,HUAWEI P smart 2021,HUAWEI P series,quarterly,nan,nan
11/5/21,HUAWEI P smart 2020,HUAWEI P series,quarterly,nan,nan
11/5/21,HUAWEI P smart 2019,HUAWEI P series,quarterly,nan,nan
11/5/21,HUAWEI P smart S,HUAWEI P series,quarterly,nan,nan
11/5/21,HUWEI P smart Pro,HUAWEI P series,quarterly,nan,nan
11/5/21,HUAWEI nova series:HUAWEI nova Y60,,quarterly,nan,nan
11/5/21,HUAWEI nova 8i,,quarterly,nan,nan
11/5/21,HUAWEI nova 8,,quarterly,EMUI,Android 11
11/5/21,HUAWEI nova 7 5G,,quarterly,nan,nan
11/5/21,HUAWEI nova 7 SE 5G,,quarterly,nan,nan
11/5/21,HUAWEI nova 7i,,quarterly,EMUI 12,"10.0 ""Pie"""
11/5/21,HUAWEI nova 5T,,quarterly,nan,nan
11/5/21,HUAWEI nova lite 3+,,quarterly,nan,nan
11/5/21, HUAWEI Y5p,HUAWEI Y series,quarterly,nan,nan
11/5/21,HUAWEI Y6p,HUAWEI Y series,quarterly,nan,nan
11/5/21,HUAWEI Y6s,HUAWEI Y series,quarterly,nan,nan
11/5/21,HUAWEI Y6 2019,HUAWEI Y series,quarterly,nan,nan
11/5/21,HUAWEI Y6 Pro 2019,HUAWEI Y series,quarterly,nan,nan
11/5/21,HUAWEI Y7a,HUAWEI Y series,quarterly,nan,nan
11/5/21,HUAWEI Y7p,HUAWEI Y series,quarterly,nan,nan
11/5/21,HUAWEI Y8p,HUAWEI Y series,quarterly,nan,nan
11/5/21,HUAWEI Y8s,HUAWEI Y series,quarterly,nan,nan
11/5/21,HUAWEI Y9 Prime 2019,HUAWEI Y series,quarterly,nan,nan
11/5/21,HUAWEI Y9a,HUAWEI Y series,quarterly,nan,nan
11/5/21,HUAWEI Y9s,HUAWEI Y series,quarterly,nan,nan
11/5/21,HONOR 30,HONOR series,quarterly,,Android 10
11/5/21,HONOR 30 Pro+,HONOR series,quarterly,,Android 10
11/5/21,HONOR 30i,HONOR series,quarterly,nan,nan
11/5/21,HONOR 30S,HONOR series,quarterly,nan,nan
11/5/21,HONOR view 30 Pro,HONOR series,quarterly,nan,nan
11/5/21,HONOR 20e,HONOR series,quarterly,nan,nan
11/5/21,HONOR 20i,HONOR series,quarterly,nan,nan
11/5/21,HONOR 20S,HONOR series,quarterly,nan,nan
11/5/21,HONOR 20 lite,HONOR series,quarterly,nan,nan
11/5/21,HONOR 10i,HONOR series,quarterly,nan,nan
11/5/21,HONOR 9A,HONOR series,quarterly,nan,nan
11/5/21,HONOR 9C,HONOR series,quarterly,nan,nan
